timestamp,cpu_usage,memory_usage,disk_usage,network_io,pod_status,node_status,latency_ms,error_rate,logs_anomalies,issue
2025-03-01 00:00:00,38.708610696262625,39.89126547733588,74.74987332424777,641.7631226884522,7,3,249.7526701717187,2.561695247162872,77,Pod Failure
2025-03-01 00:01:00,90.56428757689245,36.63296769851226,33.83839966990337,464.6995289988512,4,3,289.7098058977996,11.71281169882026,4,Resource Exhaustion
2025-03-01 00:02:00,70.87945476302646,24.092313000228806,45.99797707774147,964.8535396153014,0,1,443.8223591430585,13.855039240219485,86,Network Issue
2025-03-01 00:03:00,58.8792635777333,58.58133360811904,69.74604776433637,226.7886664743958,3,3,349.15380421464613,16.29598823913158,0,Pod Failure
2025-03-01 00:04:00,19.041677639819287,48.12993284069031,56.156700839336,591.9778518389512,2,3,453.07137700477796,5.988101500359992,83,Pod Failure
2025-03-01 00:05:00,19.03950683025824,79.25607938592029,75.39282789761704,703.2079148403204,6,0,276.61963290243744,5.286223359799926,1,Pod Failure
2025-03-01 00:06:00,10.227525095137953,12.56876643856466,92.09059259171448,827.3088444519278,5,0,88.25167744258637,14.975451087869942,64,No Issue
2025-03-01 00:07:00,82.95585311974416,61.509434204410105,28.74100157863981,412.90132012372703,5,3,123.89910271910956,9.349073694562907,9,Pod Failure
2025-03-01 00:08:00,59.10035105688879,71.0359102809249,73.21757872985458,690.0526885809066,1,1,89.02887182578218,8.117107263160117,49,No Issue
2025-03-01 00:09:00,68.7265320016441,70.75892553506456,37.275811672408594,310.16945667043996,5,0,168.28902640322792,3.2124169498735267,50,No Issue
2025-03-01 00:10:00,6.85260448662222,80.88591736764201,51.08575455556769,441.12133143820205,7,0,239.29053891010108,8.683087095533358,68,Resource Exhaustion
2025-03-01 00:11:00,92.29188669457949,68.32269942635952,22.464704434635486,896.6708598913652,4,2,128.70981480272724,14.522543592037952,40,Resource Exhaustion
2025-03-01 00:12:00,79.91983767203796,84.2248049318157,30.19305367195242,950.4085332376447,8,3,238.34174074443874,9.011051656542254,57,Resource Exhaustion
2025-03-01 00:13:00,24.110519961044854,36.61252798567132,43.98329667866747,721.6291734579921,1,2,182.81468317090219,17.454607593338448,76,Network Issue
2025-03-01 00:14:00,21.364247048639054,50.256753340123446,45.64893539659887,380.60837186842315,6,3,278.1182850444694,0.08418264181440538,67,Pod Failure
2025-03-01 00:15:00,21.506405886809045,11.126373062631254,87.46889123465718,821.8572120749174,5,1,214.82837295936136,3.599329251594694,23,No Issue
2025-03-01 00:16:00,32.381801866358394,10.556606984263297,75.63596819498864,35.60841090816598,5,2,217.6123109830291,12.292331492088435,90,Service Disruption
2025-03-01 00:17:00,52.228078846901404,29.210129636121593,92.91372261402807,111.71845143402685,3,0,245.81997080432225,13.43963459015818,55,No Issue
2025-03-01 00:18:00,43.87505167779042,18.06457577112682,64.93036327514304,664.7599990116075,9,3,493.9497400595735,5.514031280844714,99,Pod Failure
2025-03-01 00:19:00,31.210622617823773,30.81690943486029,38.12852990684885,298.33608951735687,8,3,278.71767570663513,18.837828195294566,35,Pod Failure
2025-03-01 00:20:00,60.06676052501415,24.163463562271794,44.57412724412322,951.872356216473,5,2,361.9455289009497,6.612862910729477,1,Network Issue
2025-03-01 00:21:00,17.554447458683764,12.28160198709186,43.98769424689753,441.7000059713817,7,2,208.95605004553914,8.223803998543357,95,Pod Failure
2025-03-01 00:22:00,31.293018368169633,82.74433171248396,44.48707457474387,435.0711721852852,7,1,163.59867960841757,19.5275677155437,55,Resource Exhaustion
2025-03-01 00:23:00,37.97256589643225,10.657850511111322,70.47231298338617,681.2987150890219,3,0,458.3720216993073,9.583807580353799,80,Network Issue
2025-03-01 00:24:00,46.046298579533236,68.88657154696683,59.810594606781216,769.8928766831277,4,1,371.43780360680495,12.257338988374137,11,Network Issue
2025-03-01 00:25:00,75.66583652537122,22.171830953561322,48.90681335649832,480.8031507438851,1,0,291.6324531130991,10.803568483051116,11,No Issue
2025-03-01 00:26:00,22.970640394252378,82.978369759968,31.181732654653743,221.86089269460692,3,0,168.87921552780418,3.550101861773849,84,Resource Exhaustion
2025-03-01 00:27:00,51.28109945722505,81.42367516719086,21.660437220660942,775.5755562983654,5,3,129.67227666298666,19.830023752826605,71,Resource Exhaustion
2025-03-01 00:28:00,58.31731119758382,62.31209170954059,36.41260081907694,327.1477621248913,1,0,126.78376818888619,1.1814622729007884,21,No Issue
2025-03-01 00:29:00,9.180537144799796,63.77873198404841,28.060355297651093,183.35966160091903,1,2,252.36168775759168,19.669912292562284,73,Network Issue
2025-03-01 00:30:00,59.67903667112945,10.427131357575083,78.90837731391795,635.3237880257631,9,3,437.53541258342966,9.35991409417203,83,Pod Failure
2025-03-01 00:31:00,20.347171131856236,88.78972528908817,28.437346836041403,99.54913032044689,6,1,440.64286234106265,3.7921281608834168,61,Resource Exhaustion
2025-03-01 00:32:00,10.854643368675156,80.22660828606516,74.3171177980127,971.6391483351944,9,0,372.74764661472705,3.33861588809071,63,Resource Exhaustion
2025-03-01 00:33:00,90.39969835279999,81.60849805840736,48.924401733206196,636.0732917680156,4,3,271.703092798881,13.111603134157297,27,Resource Exhaustion
2025-03-01 00:34:00,91.90688297671034,62.739562964069755,25.503379230783196,986.0365657125383,2,2,118.21995913235484,14.216157682897112,88,Resource Exhaustion
2025-03-01 00:35:00,77.7557613304815,37.58295429236292,80.95475370736892,345.50448924384966,2,1,239.9473540175292,17.973890092995656,27,Network Issue
2025-03-01 00:36:00,32.41523922560336,81.49189192723847,63.472292767746,971.4931095784939,6,3,347.66655341716785,4.730382260783612,3,Resource Exhaustion
2025-03-01 00:37:00,13.790490260574549,33.32135425209539,37.68211346476798,154.10662525133733,2,3,297.9133080257209,8.664228572162907,44,Pod Failure
2025-03-01 00:38:00,66.58097238609412,55.01692346737623,87.1010880749501,50.287824623558166,9,2,257.503028487755,19.423837380735588,89,Pod Failure
2025-03-01 00:39:00,44.61372443656412,17.97847778751059,23.394373540291358,42.654219850056535,4,2,214.67759814713045,8.560052625554375,12,No Issue
2025-03-01 00:40:00,15.983441136030095,83.75645041062002,35.13647061483222,470.22166689323484,1,0,376.5046339730367,9.191627267929235,82,Resource Exhaustion
2025-03-01 00:41:00,49.56592191001432,21.261636621697065,76.40351958543957,92.17415550380883,2,1,421.2753266955174,5.770614146043201,97,Network Issue
2025-03-01 00:42:00,8.094966900369656,27.99174445843258,73.2033447732417,517.0462053259257,3,3,361.7327073030467,17.4190225643988,79,Pod Failure
2025-03-01 00:43:00,86.83883618709038,54.6507326502572,41.69537702933585,334.22549847381146,0,2,469.0258411316573,7.312437673204524,3,Resource Exhaustion
2025-03-01 00:44:00,28.290198344001524,71.12744001703852,24.651865651458735,342.27270254937446,3,2,390.1568723579649,12.710816198179893,60,Network Issue
2025-03-01 00:45:00,64.62700559185838,59.548104474903916,84.35585541687078,639.2529065797181,3,3,225.85182115422,3.6519866647663424,83,Pod Failure
2025-03-01 00:46:00,33.053996848046985,28.57071302401249,43.527322855242694,171.46702609010399,2,2,308.75998955280284,12.31485377726395,25,Network Issue
2025-03-01 00:47:00,51.80612190600297,10.075443402199227,34.67850611961989,768.8878366363338,9,2,252.67923270991574,18.67930189942149,93,Pod Failure
2025-03-01 00:48:00,54.203925140895166,70.57204642459513,58.70463667707328,586.2106105808484,8,0,273.61532517100335,15.536630173127282,5,Pod Failure
